Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
12591.750053405762	660	300.548531918	37.972112778	309.167069647	19.5472317793	313371028
12776.747845172882	670	300.418383255	33.9333179263	310.044513513	64.4355741817	318157270
12974.223053216934	680	303.490640933	23.9007662221	310.139978683	66.2705466424	322943410
13169.756952047348	690	305.526931116	1.64098229326	308.871851662	301.961689043	327732767
13355.414742708206	700	302.822207007	28.7636680791	308.926424712	17.0970856907	332520064
13541.051352262497	710	303.800824879	17.846465743	308.883367269	126.996327064	337304232
13727.057783603668	720	305.57213123	1.82223406574	309.177334053	301.993113285	342086922
13908.137280464172	730	303.295820636	18.7902311729	308.997470464	157.85258702	346871031
14087.30646777153	740	303.898781936	18.1018268258	308.746357122	124.422922556	351644601
14274.991064548492	750	305.074284506	1.56876142562	307.663410902	301.297986174	356424532
14463.648954629898	760	302.881211465	20.1881334259	308.503748907	122.012145451	361205559
14652.156776666641	770	300.364159064	29.5685043494	308.126892051	85.4755065269	365991268
14838.583594083786	780	304.834704576	1.74960160852	308.610957582	300.456744335	370772315
15035.374049186707	790	301.930842199	29.7527535641	308.161620258	6.3149955147	375555996
15229.326432943344	800	304.554524783	1.64820445505	307.777261504	300.245063299	380337075
15426.93304347992	810	299.077189125	32.6228019531	307.960375414	72.9573051564	385120364
15619.730219841003	820	302.414669396	27.1295518307	308.483571858	33.0707577323	389901150
15816.339181661606	830	304.664922659	1.65349123831	307.809831003	299.615787736	394679639
16013.572599172592	840	302.338506621	26.6938801637	308.3541821	37.2604593583	399466523
16208.916053533554	850	301.68408516	25.2480373029	307.425201349	51.0658123504	404253814
16402.816442728043	860	303.672204584	9.63005984455	307.82601465	209.306027804	409039291
16602.655982255936	870	304.425670657	1.58385437433	307.743124087	300.786109814	413823401
16798.105073213577	880	305.493278924	1.70484471803	309.317507047	301.705205325	418606290
16985.35090827942	890	305.436537983	1.70370289301	308.410437387	301.265665494	423394059
17180.454476118088	900	301.523449969	33.9199788545	307.733395858	-35.6316776696	428176232
17378.362507104874	910	303.888566714	8.5794445715	307.636070098	219.857636213	432964156
17576.40367293358	920	303.628348477	1.89084947915	307.159448691	297.853931095	437749776
17775.503916978836	930	303.828796343	1.6296621387	306.791840577	298.697488322	442532720
17962.020057439804	940	304.447813562	1.65299305998	308.181695538	301.08685543	447315903
18147.6508872509	950	296.276375579	45.7216037278	306.06099293	-45.2399803485	452102746
18332.294785022736	960	302.873030093	10.4935160765	307.368358665	200.058541346	456886238
18518.926126480103	970	298.82207538	26.6443651468	305.85617216	79.3060889135	461665202
18705.49768280983	980	299.390848782	26.607901512	306.999067212	100.084736106	466450035
18891.808059215546	990	303.288226872	1.61207361721	306.968573182	299.877199857	471236329
19090.265901088715	1000	297.743220711	40.691212682	306.760869355	-24.7900893552	476025246
